ID,score
ROY_WOUND_BLOOD_VESSEL_UP,9.0898707797506
WALLACE_PROSTATE_CANCER_RACE_UP,9.07783552151156
PETROVA_PROX1_TARGETS_DN,9.07680347747955
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,-9.06512699132013
REACTOME_PI_3K_CASCADE_FGFR2,-9.0602091837408
ZHAN_MULTIPLE_MYELOMA_MS_UP,9.05556201510901
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP,9.05228537701675
DING_LUNG_CANCER_BY_MUTATION_RATE,-9.01280333583624
RODWELL_AGING_KIDNEY_NO_BLOOD_UP,9.01018632207397
MCLACHLAN_DENTAL_CARIES_UP,8.99264501497299
VANHARANTA_UTERINE_FIBROID_UP,8.97192143483302
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,8.92143210765864
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,-8.88706072849415
CUI_TCF21_TARGETS_2_UP,8.87031834204214
WP_SEROTONIN_AND_ANXIETY,8.86911913317142
VALK_AML_WITH_EVI1,-8.8634249206506
RADAEVA_RESPONSE_TO_IFNA1_UP,8.85754842576432
SHI_SPARC_TARGETS_DN,8.85234479558417
BIOCARTA_STEM_PATHWAY,8.85215770190378
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,-8.85102970548223
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,-8.80682432141851
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_DN,-8.8001959132864
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS,8.75881012917927
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,8.75246999926323
HELLER_SILENCED_BY_METHYLATION_UP,8.7360652361416
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,-8.73429901826515
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN,8.72534547410707
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS,8.70967662987366
BOQUEST_STEM_CELL_DN,8.7053699345432
WP_VITAMIN_D_RECEPTOR_PATHWAY,-8.70075136101097
BROWNE_INTERFERON_RESPONSIVE_GENES,8.69237996084857
CUI_GLUCOSE_DEPRIVATION,8.68786965021768
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP,8.68197493836836
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,8.6680099707927
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,-8.66635300490299
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,8.6483747049592
NIKOLSKY_BREAST_CANCER_17P11_AMPLICON,-8.63086545267321
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP,8.61411089624567
CHANG_IMMORTALIZED_BY_HPV31_DN,8.60882419625143
BIOCARTA_CYTOKINE_PATHWAY,8.60643458240884
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP,8.60165972656636
SIMBULAN_UV_RESPONSE_NORMAL_UP,8.60035979896244
HAMAI_APOPTOSIS_VIA_TRAIL_UP,-8.59998935379063
NABA_COLLAGENS,8.56030643581512
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,8.56030643581512
PID_INTEGRIN1_PATHWAY,8.55716805415557
HECKER_IFNB1_TARGETS,8.54777368949277
TCGA_GLIOBLASTOMA_MUTATED,-8.54504907647465
BIOCARTA_VITCB_PATHWAY,8.53711371410111
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,8.52870151109306
KEGG_ASTHMA,8.52804111307701
HANSON_HRAS_SIGNALING_VIA_NFKB,8.50335720600588
LU_TUMOR_VASCULATURE_DN,-8.50003180723301
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1,8.48774316981621
PID_NCADHERIN_PATHWAY,-8.4837025057704
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS,8.47225404268558
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP,8.4550221943683
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN,-8.44187321406587
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP,8.43784422543044
KAAB_FAILED_HEART_ATRIUM_UP,-8.43228476186207
WP_APOPTOSIS_MODULATION_AND_SIGNALING,8.4041416215812
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,-8.40267512754929
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS,-8.39342126751198
REACTOME_CELLULAR_HEXOSE_TRANSPORT,8.37995843560146
GHANDHI_BYSTANDER_IRRADIATION_UP,8.37925210688948
WP_ENDOCHONDRAL_OSSIFICATION,-8.36446870140083
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,-8.36446870140083
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,-8.35479071486093
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,-8.34714416016442
LIM_MAMMARY_LUMINAL_PROGENITOR_UP,8.34592680837785
WP_TYPE_II_INTERFERON_SIGNALING_IFNG,8.32046023795396
WIELAND_UP_BY_HBV_INFECTION,8.31014299375519
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,-8.29500360780261
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN,8.29332757394198
SMIRNOV_RESPONSE_TO_IR_6HR_DN,8.29244688353496
REACTOME_SYNTHESIS_OF_LIPOXINS_LX,-8.26368581087135
REACTOME_RHOB_GTPASE_CYCLE,-8.25347067826268
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS,8.252773647318
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,-8.2521063040038
LIANG_SILENCED_BY_METHYLATION_UP,-8.2478394343213
NAKAMURA_LUNG_CANCER,8.24483242529844
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,8.24275362733565
ODONNELL_METASTASIS_DN,-8.2390228343457
REACTOME_MITOCHONDRIAL_UNCOUPLING,8.20782035815911
REACTOME_THE_FATTY_ACID_CYCLING_MODEL,8.20782035815911
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,-8.20713232206017
BIOCARTA_TCRA_PATHWAY,8.20104057051726
VALK_AML_CLUSTER_4,-8.19543472843139
YOKOE_CANCER_TESTIS_ANTIGENS,8.18986725309601
REACTOME_SYNDECAN_INTERACTIONS,8.18263218059396
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,-8.17446137311609
REACTOME_ETHANOL_OXIDATION,-8.1696065818282
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN,-8.14891831233106
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE,-8.14876110733973
HASEGAWA_TUMORIGENESIS_BY_RET_C634R,8.13755713086316
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6,-8.1263073902641
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,-8.12205049437219
ISSAEVA_MLL2_TARGETS,-8.11713801802346
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP,8.10787473271252
GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP,8.0955317770482
FERRARI_RESPONSE_TO_FENRETINIDE_DN,-8.05296067874816
REACTOME_SIGNALING_BY_PDGF,8.05167615780329
IRITANI_MAD1_TARGETS_UP,-8.04685557926132
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN,8.041948931027
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP,8.0177618970609
REACTOME_COMPLEMENT_CASCADE,-8.01247093172426
HUMMERICH_SKIN_CANCER_PROGRESSION_UP,8.01165401365278
GAURNIER_PSMD4_TARGETS,8.00484963194184
BOWIE_RESPONSE_TO_TAMOXIFEN,7.99019457944616
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,7.98045566773269
WESTON_VEGFA_TARGETS,7.97949707985957
FARMER_BREAST_CANCER_CLUSTER_4,7.96873292820023
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,7.96455299553831
DELPUECH_FOXO3_TARGETS_UP,-7.95679969227368
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP,7.94090662051835
WEINMANN_ADAPTATION_TO_HYPOXIA_DN,7.92335386746999
REACTOME_RHOD_GTPASE_CYCLE,-7.91942275461861
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN,-7.91795214106686
YANG_BREAST_CANCER_ESR1_UP,-7.90609760871734
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION,-7.9033688374524
XIE_ST_HSC_S1PR3_OE_DN,-7.89988338986206
XU_AKT1_TARGETS_48HR,7.89537328539494
TENEDINI_MEGAKARYOCYTE_MARKERS,7.88959923664619
BILD_HRAS_ONCOGENIC_SIGNATURE,7.88404792027345
WP_INFLAMMATORY_RESPONSE_PATHWAY,7.87730122493914
REACTOME_INTERFERON_SIGNALING,7.86294807387108
BIOCARTA_HES_PATHWAY,-7.86165983633367
KIM_GLIS2_TARGETS_UP,7.85930294654256
BIOCARTA_ASBCELL_PATHWAY,7.83204767558266
BIOCARTA_ECM_PATHWAY,-7.81679552029154
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER,-7.80811062763129
WP_SOMATIC_SEX_DETERMINATION,7.7899068802455
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP,-7.78039359736104
VILIMAS_NOTCH1_TARGETS_UP,7.7690495195975
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP,7.74621310572903
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS,-7.74563869327342
TOMLINS_PROSTATE_CANCER_DN,-7.74369641798652
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP,-7.73486237884641
PID_AP1_PATHWAY,7.73232278742797
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME,7.73115667701196
SMID_BREAST_CANCER_BASAL_UP,7.72129424984845
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS,-7.71937585412736
NABA_ECM_REGULATORS,7.7192986680999
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,7.71290693028571
LEE_LIVER_CANCER_MYC_E2F1_UP,7.70796904459667
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,7.69985202975664
TSAI_RESPONSE_TO_RADIATION_THERAPY,7.69134340499961
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP,7.69019398363211
PID_INTEGRIN3_PATHWAY,7.68903223695703
WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS,7.67108620309372
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_UP,7.66837348490882
VISALA_AGING_LYMPHOCYTE_UP,-7.66805547668735
REACTOME_ECM_PROTEOGLYCANS,7.66707197347098
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN,7.66633726988119
EINAV_INTERFERON_SIGNATURE_IN_CANCER,7.64411358240428
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,7.63574113650815
COLLER_MYC_TARGETS_DN,7.63055537027525
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,-7.62332022394249
CHEN_METABOLIC_SYNDROM_NETWORK,7.62122653275694
WP_LUNG_FIBROSIS,7.6164125462888
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN,7.61507266195736
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN,-7.61417566491302
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP,7.6098115302267
LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_UP,-7.59849130569014
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,-7.59275292618149
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,-7.58273103949931
GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3,7.5804124349136
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,7.57748137745084
BRUNEAU_SEPTATION_ATRIAL,7.57000130828634
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN,7.56564761160179
KEGG_ECM_RECEPTOR_INTERACTION,7.56006114935106
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,-7.54235220503632
WP_ACE_INHIBITOR_PATHWAY,-7.53712130232134
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,7.53086148241506
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,7.52865490773214
ABE_VEGFA_TARGETS_30MIN,7.51696342609398
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP,-7.50996381908206
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,-7.50659773816614
GU_PDEF_TARGETS_UP,7.50563299797623
DELYS_THYROID_CANCER_UP,7.49194762481794
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,-7.4750756362765
REACTOME_ANCHORING_FIBRIL_FORMATION,7.47189212732668
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP,7.47128272845608
FOSTER_TOLERANT_MACROPHAGE_DN,7.46998463500447
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION,7.45508710223599
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN,-7.45297176623217
WINZEN_DEGRADED_VIA_KHSRP,7.44031280627893
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER,-7.43887104833027
SMID_BREAST_CANCER_LUMINAL_B_UP,-7.41391412072404
WESTON_VEGFA_TARGETS_6HR,7.40844393888753
MEBARKI_HCC_PROGENITOR_FZD8CRD_DN,7.40491924494492
GREENBAUM_E2A_TARGETS_UP,7.39488004065146
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES,7.39387134579092
PID_AURORA_B_PATHWAY,-7.38612059706919
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP,-7.38184658590287
CROONQUIST_IL6_DEPRIVATION_UP,-7.36788579254428
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,-7.35680517757778
REACTOME_COLLAGEN_DEGRADATION,7.33656817500965
LINDGREN_BLADDER_CANCER_CLUSTER_2B,7.3132274399469
WP_APOPTOSIS_MODULATION_BY_HSP70,7.30656813468757
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,-7.30490438100774
DEMAGALHAES_AGING_DN,7.3037786116832
BERGER_MBD2_TARGETS,7.3035764497261
CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP,7.30001266759923
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN,-7.29385888200108
NAKAMURA_CANCER_MICROENVIRONMENT_UP,7.28826824741768
KIM_LIVER_CANCER_POOR_SURVIVAL_DN,-7.2854314724534
APPIERTO_RESPONSE_TO_FENRETINIDE_UP,-7.28115266761731
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN,7.25605551606862
BIOCARTA_BBCELL_PATHWAY,7.2399845123098
LAU_APOPTOSIS_CDKN2A_DN,-7.23323989980732
ONGUSAHA_BRCA1_TARGETS_UP,7.22709519787608
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN,-7.19402925654018
WP_MED_AND_PSEUDOACHONDROPLASIA_GENES,7.15984124897253
MARKEY_RB1_ACUTE_LOF_DN,7.1534201511498
DAUER_STAT3_TARGETS_DN,7.14554653049219
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,7.13570876898352
CROONQUIST_STROMAL_STIMULATION_UP,7.11940695153354
NABA_BASEMENT_MEMBRANES,7.11635898230216
DASU_IL6_SIGNALING_UP,7.11139277312913
ONO_AML1_TARGETS_DN,7.10806139491324
PID_INSULIN_PATHWAY,-7.09749575380292
REACTOME_INTERFERON_GAMMA_SIGNALING,7.09745819216821
SMID_BREAST_CANCER_BASAL_DN,-7.09563365490705
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP,7.08960605953101
STEARMAN_TUMOR_FIELD_EFFECT_UP,7.08391740727756
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR,7.08380905656551
WP_COVID19_ADVERSE_OUTCOME_PATHWAY,7.06348886035414
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,7.05161193865743
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP,7.04902401998598
PID_ER_NONGENOMIC_PATHWAY,-7.04316984345856
VANTVEER_BREAST_CANCER_ESR1_DN,7.03820013647601
VERHAAK_GLIOBLASTOMA_MESENCHYMAL,7.03747255884032
BIOCARTA_CB1R_PATHWAY,-7.03357154096256
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS,7.03004079813424
SHIN_B_CELL_LYMPHOMA_CLUSTER_5,7.02772033299823
VECCHI_GASTRIC_CANCER_EARLY_DN,-7.01606040799013
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,7.01568830942106
BIOCARTA_EGFR_SMRTE_PATHWAY,-7.00740419864484
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,7.00343915725828
KINNEY_DNMT1_METHYLATION_TARGETS,6.99076962139669
AZARE_STAT3_TARGETS,6.99024220234589
SEMBA_FHIT_TARGETS_UP,6.98986089378888
REACTOME_RHOU_GTPASE_CYCLE,-6.98851735042175
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP,-6.97212739289364
REACTOME_CHYLOMICRON_ASSEMBLY,6.95454338522816
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN,-6.94915509226901
PID_INTEGRIN2_PATHWAY,6.94080326381469
REACTOME_DISEASES_OF_GLYCOSYLATION,6.93875812764937
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,-6.93138126121059
IGLESIAS_E2F_TARGETS_DN,-6.93007708867429
AUJLA_IL22_AND_IL17A_SIGNALING,6.92536719785722
ZHAN_LATE_DIFFERENTIATION_GENES_DN,-6.9180852779297
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,-6.9166089711739
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES_T1,6.91304103305587
GROSS_HYPOXIA_VIA_ELK3_DN,6.911038962899
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP,6.9096841641545
PID_IL12_STAT4_PATHWAY,6.90592470289714
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,-6.90403878063712
BAELDE_DIABETIC_NEPHROPATHY_UP,-6.90019974543907
PID_ERBB4_PATHWAY,-6.89863789114552
REACTOME_APOPTOTIC_EXECUTION_PHASE,-6.89782482080941
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,-6.89672683949831
POOLA_INVASIVE_BREAST_CANCER_DN,-6.8917150754199
ABBUD_LIF_SIGNALING_1_UP,6.89003175706751
WP_SARSCOV2_AND_ANGIOTENSINCONVERTING_ENZYME_2_RECEPTOR_MOLECULAR_MECHANISMS,-6.8893501579519
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,6.88911109066041
SASSON_FSH_RESPONSE,6.88462041371531
KIM_MYCN_AMPLIFICATION_TARGETS_UP,6.88205964044788
BAFNA_MUC4_TARGETS_UP,6.8548565872689
